token,class,prefix,suffix,token_length,alpha_count,digit_count,special_char_count,x_count,contains_fraction,contains_decimal,contains_dash,contains_slash,contains_space,starts_with_letter,starts_with_digit,ends_with_digit,ends_with_letter,numeric_groups,alphabetic_groups,shape_family,material_hint,company_prefix,normalized_token,regex_signature,category,source
2L5X3-1/2X3/8LLBB 2L Shape,2L,L,SHAPE,26,13,8,3,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L5X3-1/2X3/8LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X3/8LLBB ASTM A36,2L,L,NONE,26,12,9,3,2,1,0,1,1,1,0,1,1,0,8,6,2L,A36,NONE,2L5X3-1/2X3/8LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X3/8LLBB LL Angle,2L,L,ANGLE,26,14,7,3,2,1,0,1,1,1,0,1,0,1,7,6,2L,NONE,NONE,2L5X3-1/2X3/8LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X3/8LLBB,2L,LL,LLBB,26,14,7,3,2,1,0,1,1,1,1,0,0,1,7,6,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X3/8LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,21,8,9,4,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L5X3-1/2X3/8X3/8LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,22,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5X3-1/2X3/8X3/8LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,22,8,9,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L-5X3-1/2X3/8X3/8LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,22,8,9,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L_5X3-1/2X3/8X3/8LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X3/8X3/8LLBB,2L,L,LLBB,23,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L5 X 3-1/2X3/8X3/8LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X3/8X3/8LLBB A36,2L,L,NONE,25,9,11,4,3,1,0,1,1,1,0,1,1,0,10,6,2L,A36,NONE,2L5X3-1/2X3/8X3/8LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 3/8 X 3/8LLBB,2L,L,LLBB,28,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5 X 3-1/2 X 3/8 X 3/8LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,30,14,10,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X3/8X3/8LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X3/8X3/8LLBB,2L,L,LLBB,30,14,10,5,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X3/8X3/8LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X3/8X3/8LLBB 2L Shape,2L,L,SHAPE,30,14,10,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L5X3-1/2X3/8X3/8LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X3/8X3/8LLBB ASTM A36,2L,L,NONE,30,13,11,4,3,1,0,1,1,1,0,1,1,0,10,7,2L,A36,NONE,2L5X3-1/2X3/8X3/8LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X3/8X3/8LLBB LL Angle,2L,L,ANGLE,30,15,9,4,3,1,0,1,1,1,0,1,0,1,9,7,2L,NONE,NONE,2L5X3-1/2X3/8X3/8LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X3/8X3/8LLBB,2L,LL,LLBB,30,15,9,4,3,1,0,1,1,1,1,0,0,1,9,7,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X3/8X3/8LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,21,8,9,4,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L5X3-1/2X3/8X3/4LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,22,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5X3-1/2X3/8X3/4LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,22,8,9,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L-5X3-1/2X3/8X3/4LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,22,8,9,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L_5X3-1/2X3/8X3/4LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X3/8X3/4LLBB,2L,L,LLBB,23,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L5 X 3-1/2X3/8X3/4LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X3/8X3/4LLBB A36,2L,L,NONE,25,9,11,4,3,1,0,1,1,1,0,1,1,0,10,6,2L,A36,NONE,2L5X3-1/2X3/8X3/4LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 3/8 X 3/4LLBB,2L,L,LLBB,28,8,9,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5 X 3-1/2 X 3/8 X 3/4LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,30,14,10,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X3/8X3/4LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X3/8X3/4LLBB,2L,L,LLBB,30,14,10,5,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X3/8X3/4LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X3/8X3/4LLBB 2L Shape,2L,L,SHAPE,30,14,10,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L5X3-1/2X3/8X3/4LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X3/8X3/4LLBB ASTM A36,2L,L,NONE,30,13,11,4,3,1,0,1,1,1,0,1,1,0,10,7,2L,A36,NONE,2L5X3-1/2X3/8X3/4LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X3/8X3/4LLBB LL Angle,2L,L,ANGLE,30,15,9,4,3,1,0,1,1,1,0,1,0,1,9,7,2L,NONE,NONE,2L5X3-1/2X3/8X3/4LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X3/8X3/4LLBB,2L,LL,LLBB,30,15,9,4,3,1,0,1,1,1,1,0,0,1,9,7,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X3/8X3/4LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16LLBB,2L,L,LLBB,18,7,8,3,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L5X3-1/2X5/16LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X5/16LLBB,2L,L,LLBB,19,7,8,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L 5X3-1/2X5/16LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X5/16LLBB,2L,L,LLBB,19,7,8,4,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L-5X3-1/2X5/16LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X5/16LLBB,2L,L,LLBB,19,7,8,4,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L_5X3-1/2X5/16LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X5/16LLBB,2L,L,LLBB,20,7,8,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L5 X 3-1/2X5/16LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X5/16LLBB A36,2L,L,NONE,22,8,10,3,2,1,0,1,1,1,0,1,1,0,8,5,2L,A36,NONE,2L5X3-1/2X5/16LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 5/16LLBB,2L,L,LLBB,23,7,8,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L 5 X 3-1/2 X 5/16LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X5/16LLBB,2L,L,LLBB,27,13,9,3,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X5/16LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X5/16LLBB,2L,L,LLBB,27,13,9,4,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X5/16LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16LLBB 2L Shape,2L,L,SHAPE,27,13,9,3,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L5X3-1/2X5/16LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X5/16LLBB ASTM A36,2L,L,NONE,27,12,10,3,2,1,0,1,1,1,0,1,1,0,8,6,2L,A36,NONE,2L5X3-1/2X5/16LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X5/16LLBB LL Angle,2L,L,ANGLE,27,14,8,3,2,1,0,1,1,1,0,1,0,1,7,6,2L,NONE,NONE,2L5X3-1/2X5/16LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X5/16LLBB,2L,LL,LLBB,27,14,8,3,2,1,0,1,1,1,1,0,0,1,7,6,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X5/16LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,22,8,10,4,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L5X3-1/2X5/16X3/8LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,23,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5X3-1/2X5/16X3/8LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,23,8,10,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L-5X3-1/2X5/16X3/8LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,23,8,10,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L_5X3-1/2X5/16X3/8LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X5/16X3/8LLBB,2L,L,LLBB,24,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L5 X 3-1/2X5/16X3/8LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X5/16X3/8LLBB A36,2L,L,NONE,26,9,12,4,3,1,0,1,1,1,0,1,1,0,10,6,2L,A36,NONE,2L5X3-1/2X5/16X3/8LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 5/16 X 3/8LLBB,2L,L,LLBB,29,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5 X 3-1/2 X 5/16 X 3/8LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,31,14,11,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X5/16X3/8LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X5/16X3/8LLBB,2L,L,LLBB,31,14,11,5,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X5/16X3/8LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16X3/8LLBB 2L Shape,2L,L,SHAPE,31,14,11,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L5X3-1/2X5/16X3/8LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X5/16X3/8LLBB ASTM A36,2L,L,NONE,31,13,12,4,3,1,0,1,1,1,0,1,1,0,10,7,2L,A36,NONE,2L5X3-1/2X5/16X3/8LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X5/16X3/8LLBB LL Angle,2L,L,ANGLE,31,15,10,4,3,1,0,1,1,1,0,1,0,1,9,7,2L,NONE,NONE,2L5X3-1/2X5/16X3/8LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X5/16X3/8LLBB,2L,LL,LLBB,31,15,10,4,3,1,0,1,1,1,1,0,0,1,9,7,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X5/16X3/8LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,22,8,10,4,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L5X3-1/2X5/16X3/4LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,23,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5X3-1/2X5/16X3/4LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,23,8,10,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L-5X3-1/2X5/16X3/4LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,23,8,10,5,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L_5X3-1/2X5/16X3/4LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X5/16X3/4LLBB,2L,L,LLBB,24,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L5 X 3-1/2X5/16X3/4LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X5/16X3/4LLBB A36,2L,L,NONE,26,9,12,4,3,1,0,1,1,1,0,1,1,0,10,6,2L,A36,NONE,2L5X3-1/2X5/16X3/4LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 5/16 X 3/4LLBB,2L,L,LLBB,29,8,10,4,3,1,0,1,1,1,0,1,0,1,9,5,2L,NONE,NONE,2L 5 X 3-1/2 X 5/16 X 3/4LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,31,14,11,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X5/16X3/4LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X5/16X3/4LLBB,2L,L,LLBB,31,14,11,5,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X5/16X3/4LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X5/16X3/4LLBB 2L Shape,2L,L,SHAPE,31,14,11,4,3,1,0,1,1,1,0,1,0,1,10,7,2L,NONE,NONE,2L5X3-1/2X5/16X3/4LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X5/16X3/4LLBB ASTM A36,2L,L,NONE,31,13,12,4,3,1,0,1,1,1,0,1,1,0,10,7,2L,A36,NONE,2L5X3-1/2X5/16X3/4LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X5/16X3/4LLBB LL Angle,2L,L,ANGLE,31,15,10,4,3,1,0,1,1,1,0,1,0,1,9,7,2L,NONE,NONE,2L5X3-1/2X5/16X3/4LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X5/16X3/4LLBB,2L,LL,LLBB,31,15,10,4,3,1,0,1,1,1,1,0,0,1,9,7,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X5/16X3/4LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X1/4LLBB,2L,L,LLBB,17,7,7,3,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L5X3-1/2X1/4LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L 5X3-1/2X1/4LLBB,2L,L,LLBB,18,7,7,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L 5X3-1/2X1/4LLBB,N|A|SPACE|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L-5X3-1/2X1/4LLBB,2L,L,LLBB,18,7,7,4,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L-5X3-1/2X1/4LLBB,N|A|SEP:-|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L_5X3-1/2X1/4LLBB,2L,L,LLBB,18,7,7,4,2,1,0,1,1,0,0,1,0,1,7,4,2L,NONE,NONE,2L_5X3-1/2X1/4LLBB,N|A|SEP:_|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5 X 3-1/2X1/4LLBB,2L,L,LLBB,19,7,7,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L5 X 3-1/2X1/4LLBB,N|A|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,original
2L5X3-1/2X1/4LLBB A36,2L,L,NONE,21,8,9,3,2,1,0,1,1,1,0,1,1,0,8,5,2L,A36,NONE,2L5X3-1/2X1/4LLBB A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|N,,augmented
2L 5 X 3-1/2 X 1/4LLBB,2L,L,LLBB,22,7,7,3,2,1,0,1,1,1,0,1,0,1,7,4,2L,NONE,NONE,2L 5 X 3-1/2 X 1/4LLBB,N|A|SPACE|N|SPACE|A|SPACE|N|SEP:-|N|SEP:/|N|SPACE|A|SPACE|N|SEP:/|N|A,,original
2L Shape 2L5X3-1/2X1/4LLBB,2L,L,LLBB,26,13,8,3,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L SHAPE 2L5X3-1/2X1/4LLBB,N|A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L Shape-2L5X3-1/2X1/4LLBB,2L,L,LLBB,26,13,8,4,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L SHAPE-2L5X3-1/2X1/4LLBB,N|A|SPACE|A|SEP:-|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X1/4LLBB 2L Shape,2L,L,SHAPE,26,13,8,3,2,1,0,1,1,1,0,1,0,1,8,6,2L,NONE,NONE,2L5X3-1/2X1/4LLBB 2L SHAPE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|N|A|SPACE|A,,augmented
2L5X3-1/2X1/4LLBB ASTM A36,2L,L,NONE,26,12,9,3,2,1,0,1,1,1,0,1,1,0,8,6,2L,A36,NONE,2L5X3-1/2X1/4LLBB ASTM A36,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A|N,,augmented
2L5X3-1/2X1/4LLBB LL Angle,2L,L,ANGLE,26,14,7,3,2,1,0,1,1,1,0,1,0,1,7,6,2L,NONE,NONE,2L5X3-1/2X1/4LLBB LL ANGLE,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|SPACE|A|SPACE|A,,augmented
LL Angle 2L5X3-1/2X1/4LLBB,2L,LL,LLBB,26,14,7,3,2,1,0,1,1,1,1,0,0,1,7,6,2L,NONE,NONE,LL ANGLE 2L5X3-1/2X1/4LLBB,A|SPACE|A|SPACE|N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A,,augmented
2L5X3-1/2X1/4X3/8LLBB,2L,L,LLBB,21,8,9,4,3,1,0,1,1,0,0,1,0,1,9,5,2L,NONE,NONE,2L5X3-1/2X1/4X3/8LLBB,N|A|N|A|N|SEP:-|N|SEP:/|N|A|N|SEP:/|N|A|N|SEP:/|N|A,,original
