token,class,category,source,approved_at,unknown_id,ranking_score,correct,eval_split
HSS10X0.500,HSS10.000X0.625,structural_section,human_review,2026-08-11T12:24:35.990563+00:00,7d614cb1-f81a-4420-857f-f1e9b5af375e,0.142900,1,test
W10X54,W10X54,structural_section,human_review,2026-08-11T12:24:45.809507+00:00,6f6caaf7-7a5f-49c7-99a1-2c191069de59,0.347900,1,train
HSS6X6X1/2,HSS6X6X5/8,structural_section,human_review,2026-08-11T12:24:59.036403+00:00,25724281-244f-4eb7-8038-21429f33baf6,0.100500,1,train
HSS8X6X3/8,HSS8X8X3/8,structural_section,human_review,2026-08-11T12:25:11.060371+00:00,e1ec7022-6581-43c6-80f5-0f9c1e95a4ef,0.092100,1,train
HSS6X6X3/8,HSS6X6X1/4,structural_section,human_review,2026-08-11T12:25:21.045310+00:00,de434232-95b6-4f08-9128-00e533666fc5,0.085900,1,train
"L3X3X3/8X0'-10""",L3X3X3/16,structural_section,human_review,2026-08-11T12:25:31.976328+00:00,565f6258-d9cb-4e15-8fe9-093512123800,0.453300,1,train
L7X4X3/8,L3X3X3/8,structural_section,human_review,2026-08-11T12:26:13.791491+00:00,3ed0fc74-a3a3-4338-a70a-f8966f89a33b,0.066700,1,train
HSS5x3x3/16,L5X3X3/8,structural_section,human_review,2026-08-11T12:26:25.304526+00:00,0d23b9cf-ba3f-4441-9237-4829064d2e9f,0.100300,1,validation
"L4X3X3/8X0'-6""",L4X4X3/8,structural_section,human_review,2026-08-11T12:26:39.472841+00:00,b019280b-1371-40ad-a2f6-14b242369f7f,0.213400,1,train
L6x3-1/2x3/8,L6X6X3/8,structural_section,human_review,2026-08-11T12:26:53.094766+00:00,f2a33f2b-069e-4ba8-a6f6-f236b0313fa7,0.242900,1,train
"L4x4x3/8x0'-6""",2L4X4X3/4X3/4,structural_section,human_review,2026-08-11T12:27:05.636259+00:00,79bcd611-d335-4f7b-98f0-db19ca3c332f,0.091200,1,validation
"L4x3x1/4x1'-0""",L3X3X1/2,structural_section,human_review,2026-08-11T12:27:19.235760+00:00,8cf8f05f-525f-447b-9ae4-f85af63206ab,0.100200,1,test
"L4x3x1/4x2'-0""",L3X3X1/2,structural_section,human_review,2026-08-11T12:27:30.113128+00:00,f627aa19-5a4a-47cc-94ea-32e6e1dcebd5,0.100100,1,train
"L4x3x1/4x6""",2L4X3X1/2LLBB,structural_section,human_review,2026-08-11T12:27:42.816420+00:00,084a09bd-893f-423c-b813-11dbea6f1913,0.100100,1,train
2L3x3x1/4,2L3X3X1/2X3/8,structural_section,human_review,2026-08-11T12:27:52.223288+00:00,bc66d685-e04e-4316-ae05-98395ab6bef4,0.143300,1,train
"L4X4X3/8X0'-8""",2L4X4X3/4X3/4,structural_section,human_review,2026-08-11T12:28:03.504411+00:00,3b56703e-7b66-4427-943d-9285a5d5df1f,0.091200,1,train
"L3X3X5/16,",2L3X3X5/16,structural_section,human_review,2026-08-11T12:28:16.403159+00:00,09273994-64fc-4000-ba1e-4c1b4d01969f,0.145900,1,train
2 L1x1x1/4,2L4X4X1/2X3/4,structural_section,human_review,2026-08-11T12:28:26.353657+00:00,73943076-7233-4fbd-a14f-cb499cdd18db,0.142900,1,validation
L1x1x1/4,L6X4X1/2,structural_section,human_review,2026-08-11T12:28:35.771639+00:00,187ca5ad-9353-42b7-a5ae-c56349239ed6,0.100000,1,train
"L3x3x1/4x0'-3"",",L3X3X1/4,structural_section,human_review,2026-08-11T12:28:44.464833+00:00,31e6e9fe-0460-40ad-8240-18e44eb91de8,0.567700,1,train
WT7X19,WT7X19,structural_section,human_review,2026-08-11T12:28:53.189697+00:00,d25e954d-fa7f-4fc2-a0ae-1a0caceb7667,0.524800,1,train
W14X145,W10X15,structural_section,human_review,2026-08-11T12:29:01.852183+00:00,6d80ab6b-3a98-4bfb-b922-b4ef23d89d2b,0.124100,1,train
HSS10X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-08-12T13:03:34.475724+00:00,91c7757d-cb33-43b2-bd2a-419dc0df22af,0.000000,0,train
HSS10X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-08-12T13:04:04.886351+00:00,896fff40-99c2-490f-bf94-4d9bc85f6710,0.217400,1,train
HSS10X6X3/8,HSS10X6X3/4,structural_section,human_review,2026-08-12T13:04:30.290096+00:00,353e66b6-1dcc-4335-aed2-55f877fce64e,0.217400,1,train
HSS10X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-08-12T13:05:07.318241+00:00,422a085d-21a4-4f96-9149-de50a0e17ce5,0.217400,1,train
W8X40,W8X24,structural_section,human_review,2026-08-12T13:07:41.568072+00:00,602d3cc7-4602-4d16-bc82-4da5dd4d3fb6,0.000000,1,train
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-08-12T13:07:58.531184+00:00,32701a5f-d4c6-4134-a33e-89906524c59d,0.000000,1,train
W10X60,W10X60,structural_section,human_review,2026-08-12T13:08:15.063542+00:00,bdebf19a-6dfc-4593-aba5-b86f5935413b,0.356800,1,train
W10X39,W10X12,structural_section,human_review,2026-08-12T13:08:30.366427+00:00,8c5736a0-1746-45d3-9f90-95167eab8e6f,0.000000,1,train
W10X49,W10X54,structural_section,human_review,2026-08-12T13:08:45.033408+00:00,9f783eb2-c724-4e7f-bb6b-4f8cab386be7,0.000000,1,train
W10X54,W10X54,structural_section,human_review,2026-08-12T13:09:00.154959+00:00,bb6ee649-161c-492e-9766-a563c7dd7cca,0.525400,1,train
HSS10X0.625,HSS10.000X0.500,structural_section,human_review,2026-08-12T13:10:37.779967+00:00,7831ab8f-8adf-4264-ba1a-6e66cfc7abf0,0.000000,1,train
W10X45,W12X14,structural_section,human_review,2026-08-12T13:11:26.227587+00:00,5e7f30e0-96f4-4c5f-b68d-c856f4fc7835,0.000000,1,validation
HSS6X6X1/2,HSS6X6X1/8,structural_section,human_review,2026-08-12T13:12:00.691334+00:00,ae7dc493-b141-4854-864f-c4d1c736424a,0.000000,1,train
HSS8X6X3/8,HSS8X8X3/8,structural_section,human_review,2026-08-12T13:12:20.777209+00:00,1876717b-cf16-44b1-b129-d41a912b85cf,0.000000,1,train
HSS6X6X3/8,L6X6X3/8,structural_section,human_review,2026-08-12T13:12:42.092696+00:00,34281c3e-1049-4ab1-af0a-66d981c47783,0.000000,1,train
L6x3,L3X3X3/8,structural_section,human_review,2026-08-12T13:13:14.678868+00:00,36904b17-b895-48f8-ade1-32d80b98ec0e,0.000000,1,train
L4X3X3,L4X3X3/8,structural_section,human_review,2026-08-12T13:13:36.493878+00:00,deed7797-c7ad-4baf-9437-1c09306221de,0.000000,1,train
2L3x3x1/4,L3X3X1/4,structural_section,human_review,2026-08-12T13:13:58.036727+00:00,52d05f17-05f9-4602-b2a0-21f2d61b694c,0.000000,1,validation
PL 4,L2X2X1/4,structural_section,human_review,2026-08-12T13:14:20.088955+00:00,7fb2f1d7-3007-4597-8053-702d59372381,0.200900,1,train
L4x4x1/4,2L4X4X1/4,structural_section,human_review,2026-08-12T13:14:39.242974+00:00,dacc9164-fc9c-44f3-bf78-c12b3847e9c0,0.000000,1,train
L4x3x1,L4X3X5/16,structural_section,human_review,2026-08-12T13:14:56.404242+00:00,cc6beae0-2506-4bc0-9f21-201d841a4379,0.995400,1,train
L3x3x1,2L3X3X1/2,structural_section,human_review,2026-08-12T13:15:13.825304+00:00,2d0717c0-a370-46cc-bf21-90e4d8d35ff1,0.313800,1,train
L3X3X5/16,2L3X3X5/16,structural_section,human_review,2026-08-12T13:15:35.302673+00:00,6e434939-d2d2-4f21-b6d6-7b8da5bdf4db,0.000000,1,train
PL 1 PL11,2L12X12X1,structural_section,human_review,2026-08-12T13:15:51.481611+00:00,45b08fee-a574-4fe5-8a6b-fed13ba4b13b,0.167700,1,train
W10X112,W10X112,structural_section,human_review,2026-08-12T13:16:06.694756+00:00,c711d166-5ae1-4390-9f5d-0754f182408d,0.294900,1,train
W10X33,W10X30,structural_section,human_review,2026-08-12T13:16:24.483711+00:00,1893c8dc-b4a8-4a5e-9492-a4ba713dfe95,0.000000,1,train
L5x3,L5X5X3/8,structural_section,human_review,2026-08-12T13:16:45.747124+00:00,14d9c441-d95b-441f-9d9b-06f6da4d721b,0.000000,1,test
L4X3X3/8,2L4X3X3/8LLBB,structural_section,human_review,2026-08-12T13:17:04.233461+00:00,8928ad69-6af1-4af4-8ed7-872db4214580,0.000000,1,test
W10X60,W10X60,structural_section,human_review,2026-09-01T13:33:18.283361+00:00,03df8c97-89ca-482b-8435-13cc604babe6,0.982000,1,train
W10X39,W10X39,structural_section,human_review,2026-09-01T13:33:18.290368+00:00,4fda98fa-2f1f-4145-8c07-536c4fcdbc10,0.898100,1,train
W10X49,W10X49,structural_section,human_review,2026-09-01T13:33:18.290510+00:00,6d9baa85-dcd1-41f5-9c35-b535dc9648a5,0.836900,1,train
W10X54,W10X54,structural_section,human_review,2026-09-01T13:33:18.290564+00:00,6bc0fe5b-192a-416b-ba70-cd6b7f88b554,0.975300,1,train
W10X45,W10X45,structural_section,human_review,2026-09-01T13:33:18.290601+00:00,afc4ad1c-4aa6-4056-97b0-3dacc43d4f42,0.834600,1,train
W10X33,W10X33,structural_section,human_review,2026-09-01T13:33:18.290662+00:00,8c1fe974-30fd-440b-b41e-c0f08394f66d,0.990900,1,train
C8X11.5,C8X11.5,structural_section,human_review,2026-09-01T13:33:18.290693+00:00,392492dc-e2a1-4ba1-8cf1-ec67ea3a1735,0.587500,1,train
W12X30,W12X30,structural_section,human_review,2026-09-01T13:33:18.290723+00:00,2e09184a-403c-44d2-a6d2-31cb2d4663b2,0.998900,1,train
W21X48,W21X48,structural_section,human_review,2026-09-01T13:33:18.290754+00:00,a0753491-c351-48d2-b587-c074ddea9298,0.850000,1,validation
HSS20X8X5/8,HSS20X8X5/8,structural_section,human_review,2026-09-01T13:33:18.290803+00:00,7f3e2a1a-a806-4121-ac37-829d839d1508,0.550000,1,train
W12X40,W12X40,structural_section,human_review,2026-09-01T13:33:18.290832+00:00,f4935525-b0d7-42ce-af4a-85228cec59ae,0.629700,1,train
W10X22,W10X22,structural_section,human_review,2026-09-01T13:33:18.290861+00:00,267edc88-c65a-4794-9d1b-17b0106773b9,0.786800,1,train
W30X90,W30X90,structural_section,human_review,2026-09-01T13:33:18.290890+00:00,63dead3b-8548-4f2f-9069-9953eaf3f081,0.990800,1,train
W10X15,W10X15,structural_section,human_review,2026-09-01T13:33:18.290918+00:00,c11c23a9-f9b1-44a4-b172-4a796f31c73e,0.778800,1,train
W16X36,W16X36,structural_section,human_review,2026-09-01T13:33:18.290947+00:00,bf739dae-4065-464a-994c-562af4e2c9d0,0.930700,1,train
W21X55,W21X55,structural_section,human_review,2026-09-01T13:33:18.290975+00:00,ad2ecac2-819e-4200-8b94-066b4b85c57b,0.995800,1,train
W12X16,W12X16,structural_section,human_review,2026-09-01T13:33:18.291003+00:00,e7ce1c27-4c24-4b1f-a7f6-fe907c0c8706,0.636500,1,train
W27X84,W27X84,structural_section,human_review,2026-09-01T13:33:18.291032+00:00,bb1f3e39-d53f-4c05-aa4d-05180c86e791,0.975100,1,train
W14X198,W14X68,structural_section,human_review,2026-09-01T13:33:18.291059+00:00,3d91f01b-513e-47be-be3b-2f25de0593f5,0.000000,1,train
W14X145,W14X145,structural_section,human_review,2026-09-01T13:33:18.291087+00:00,8fbc94a2-509f-494e-839f-dc84dcba638d,0.972900,1,train
W14X132,W14X132,structural_section,human_review,2026-09-01T13:33:18.291114+00:00,f0d44e60-37b6-4680-a29c-40442ef3ca08,0.720000,1,validation
W14X82,W14X82,structural_section,human_review,2026-09-01T13:33:18.291176+00:00,1d34f328-049b-44ea-be16-4def480f7d0d,0.720000,1,test
W14X68,W14X68,structural_section,human_review,2026-09-01T13:33:18.291204+00:00,66cc60bf-8802-4131-b352-861f1054e1c3,0.720000,1,train
W14X61,W14X61,structural_section,human_review,2026-09-01T13:33:18.291230+00:00,21cd4bd4-5efd-4a95-af4f-9c92c7cb3e03,0.720000,1,train
W12X120,W12X120,structural_section,human_review,2026-09-01T13:33:18.291256+00:00,81f8fd46-68d6-4a17-b5cb-55b156b09a3e,0.971500,1,train
W12X106,W12X106,structural_section,human_review,2026-09-01T13:33:40.481654+00:00,8b14f728-90dd-48a3-9fcd-bda6905b3eb9,0.720000,1,train
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-09-01T13:33:40.481808+00:00,2b52b7b1-b6c2-47c8-93fc-d5594baaf130,0.146500,1,train
HSS10X0.625,W10X54,structural_section,human_review,2026-09-01T13:33:40.481878+00:00,98a700c7-3aa7-4dbb-bd45-49ea30d7b8f6,0.142900,1,train
HSS6X6X1/2,HSS6X6X1/2,structural_section,human_review,2026-09-01T13:33:40.481936+00:00,c9577663-8ef9-49c6-8a9f-24198c43b3d1,0.870000,1,validation
HSS8X6X3/8,HSS8X6X3/8,structural_section,human_review,2026-09-01T13:33:40.481994+00:00,f2a1da6f-6997-4425-84af-264d998708da,0.870000,1,train
HSS6X6X3/8,HSS6X6X3/8,structural_section,human_review,2026-09-01T13:33:40.482047+00:00,fb794d45-ba02-47ad-b300-c993bdbb5695,0.870000,1,validation
L4X3-1/2X5/16,L4X3X5/16,structural_section,human_review,2026-09-01T13:33:40.482097+00:00,4a245480-f80d-45b0-817b-e0883c5c9d3f,0.000000,1,train
"L3X3X3/8X0'-10""",L3X3X3/8,structural_section,human_review,2026-09-01T13:33:40.482147+00:00,c6be5181-e54d-45dd-81c7-a55c05ba6d5a,0.870000,1,train
L6x3-1/2x3/8,L6X4X3/8,structural_section,human_review,2026-09-01T13:33:40.482198+00:00,86629529-d780-4377-9b84-34bacb27c62e,0.000000,1,train
"L4X3X3/8X0'-6""",L4X3X3/8,structural_section,human_review,2026-09-01T13:33:40.482248+00:00,2789bd0e-5010-43b8-9e19-0d43b2be6dd2,0.870000,1,train
2L3x3x1/4,2L3X3X1/4,structural_section,human_review,2026-09-01T13:33:40.482299+00:00,363f08bf-475a-40d2-b6d5-4162e7ecb7b4,0.870000,1,train
"L4x3x1/4x2'-0""",L4X3X1/4,structural_section,human_review,2026-09-01T13:33:40.482348+00:00,73f9e7e8-6f7b-4831-87fc-57b0c3744de5,0.870000,1,train
"L4x3x1/4x1'-0""",L4X3X1/4,structural_section,human_review,2026-09-01T13:33:40.482396+00:00,0e87f266-d137-442d-8b4a-0afe1de6726a,0.870000,1,train
"L4x3x1/4x6""",L4X3X1/4,structural_section,human_review,2026-09-01T13:33:40.482459+00:00,0eeb0e2e-5a7e-4490-938b-7cc89420bfcb,0.870000,1,validation
"L3x3x1/4x0'-3"",",L3X3X1/4,structural_section,human_review,2026-09-01T13:33:40.482507+00:00,c2edea94-0f60-49e5-8489-fe3c4a033025,0.870000,1,train
"L4X4X3/8X0'-8""",L4X4X3/8,structural_section,human_review,2026-09-01T13:33:40.482558+00:00,f8090ce2-cad8-4ab6-95f0-2d3bb44a0110,0.870000,1,test
"L3X3X5/16,",L3X3X5/16,structural_section,human_review,2026-09-01T13:33:40.482606+00:00,766938cc-0800-4071-a7f5-f90f59c23654,0.870000,1,train
W12X252,W12X252,structural_section,human_review,2026-09-01T13:33:40.482654+00:00,f9447590-9743-4516-868c-246d665b3fe7,0.870000,1,test
L5x3-1/2x3/8,L5X3X5/16,structural_section,human_review,2026-09-01T13:33:40.482700+00:00,eadaf96b-7c8d-4064-8028-09bca4c9d43c,0.000000,1,train
L3x3x3/8,L3X3X3/8,structural_section,human_review,2026-09-01T13:33:40.482749+00:00,38b21e49-f5fc-4fa1-9cfa-9d679727a7d7,0.870000,1,train
"L3X3X3/8X0'-6""",L3X3X3/8,structural_section,human_review,2026-09-01T13:33:56.710454+00:00,9700b1b1-c194-4497-a1d1-d9287e17b719,0.870000,1,train
C8x11.5.,C8X11.5,structural_section,human_review,2026-09-01T13:33:56.710590+00:00,53a28761-d784-425b-ac73-69f6af3ad263,0.870000,1,validation
L4X4X3/8,L4X4X3/8,structural_section,human_review,2026-09-01T13:33:56.710656+00:00,19d3e770-acda-48f1-97c7-f66dd95cba94,0.870000,1,train
HSS14X6X5/8,HSS14X6X5/8,structural_section,human_review,2026-09-01T13:33:56.710707+00:00,9d99f4c9-a656-4563-9ad1-56237e14c964,0.870000,1,train
HSS14X6X1/2,HSS14X6X1/2,structural_section,human_review,2026-09-01T13:34:40.156940+00:00,2db2357f-29d7-4d07-ac3b-ba035c438c2f,0.870000,1,train
HSS12X6X3/8,HSS12X6X3/8,structural_section,human_review,2026-09-01T13:34:40.157121+00:00,a6794bcb-dacf-4951-b875-485654b5c4b9,0.870000,1,train
W12X19,W12X19,structural_section,human_review,2026-09-01T13:34:40.157206+00:00,590abfc9-09ba-4e81-9556-9c2e143481ef,0.870000,1,train
HSS10X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-09-01T13:34:40.157271+00:00,cc40cb8f-c855-4c06-beb4-059564952c51,0.870000,1,train
W12X26,W12X26,structural_section,human_review,2026-09-01T13:34:40.157324+00:00,c539fc35-e9bf-4ae3-b67a-3287574a5d9c,0.870000,1,train
W10X19,W10X19,structural_section,human_review,2026-09-01T13:34:40.157377+00:00,bda79d68-d3a3-49b7-8af2-706199655bc7,0.870000,1,train
W18X50,W18X50,structural_section,human_review,2026-09-01T13:34:40.157530+00:00,a3ba7cf6-9604-491f-b891-8943c4c12413,0.870000,1,train
HSS10X8X3/8,HSS10X8X3/8,structural_section,human_review,2026-09-01T13:34:40.157609+00:00,afad103c-23da-4381-8846-2ffe09b2d224,0.870000,1,train
HSS3X3X1/4,HSS3X3X1/4,structural_section,human_review,2026-09-01T13:34:40.157666+00:00,f805a8af-534c-47bc-b3e9-3b9311f96e2e,0.717800,1,train
W8X28,W8X28,structural_section,human_review,2026-09-01T13:34:40.157722+00:00,bc6d449b-c0d7-4aaf-8eb3-8830d83b6ae4,0.766400,1,train
W8X24,W8X24,structural_section,human_review,2026-09-01T13:34:40.157809+00:00,3ede690e-bfe8-4038-8374-caeec0e5d157,0.753300,1,train
W36X150,W36X150,structural_section,human_review,2026-09-01T13:34:40.157862+00:00,af9f2c74-2359-4b4e-93d2-50b200f4d1be,0.808200,1,train
W36X170,W36X170,structural_section,human_review,2026-09-01T13:34:40.157912+00:00,e02faf2a-8d33-4161-a6af-d6f88d240f84,0.999800,1,test
W16X45,W16X45,structural_section,human_review,2026-09-01T13:34:40.157959+00:00,8c29d242-d3fd-48bf-a9da-8d788c2859de,0.812500,1,train
W8X10,W8X10,structural_section,human_review,2026-09-01T13:34:40.158027+00:00,e4f71702-de98-4001-982a-e33c528a8248,0.765800,1,train
W18X40,W18X40,structural_section,human_review,2026-09-01T13:34:40.158086+00:00,f9cc8f82-bc4d-4e88-a7f2-d16ae50c0c1e,0.850000,1,train
W14X22,W14X22,structural_section,human_review,2026-09-01T13:34:40.158138+00:00,2be38653-5588-4981-820d-e28a7b8ddb13,0.831900,1,train
W12X45,W12X45,structural_section,human_review,2026-09-01T13:34:40.158190+00:00,033c21e8-413f-419b-b264-ddd02a840d21,0.749200,1,train
W12X22,W12X22,structural_section,human_review,2026-09-01T13:35:11.317445+00:00,42e21519-b357-49af-aa74-1afdfc4099b3,0.703000,1,train
W10X12,W10X12,structural_section,human_review,2026-09-01T13:35:11.317596+00:00,5f90c189-5a6c-4c35-82b0-ea326ebe7167,0.952700,1,train
W18X35,W18X35,structural_section,human_review,2026-09-01T13:35:11.317669+00:00,99352519-e56f-4df6-8e09-089b69995395,0.724400,1,validation
W16X31,W16X31,structural_section,human_review,2026-09-01T13:35:11.317727+00:00,f01b5a02-c7c5-42be-94d6-d421525af4f5,0.812100,1,train
WT16.5X59,WT16.5X59,structural_section,human_review,2026-09-01T13:35:11.317779+00:00,1c02d0f8-70b0-4b8f-b823-6df000a8f918,1.000000,1,train
W21X44,W21X44,structural_section,human_review,2026-09-01T13:35:11.317833+00:00,c95deeea-fc9d-462f-98ae-ffc3eef82e50,0.606900,1,test
W16X26,W16X26,structural_section,human_review,2026-09-01T13:35:11.317884+00:00,a6574bb4-f139-43d5-aca2-4b230c8b2ce6,0.558300,1,train
L5X3X1/4,L5X3X1/4,structural_section,human_review,2026-09-01T13:35:11.317937+00:00,77a6ec14-e383-4042-96b0-0700386aa8b9,0.720000,1,train
"HSS3x3,",HSS3X3X1/4,structural_section,human_review,2026-09-01T13:35:11.318043+00:00,4182e562-5b08-42cc-8740-53f38452db10,0.000000,1,train
HSS6x8x1/2,HSS16X8X1/2,structural_section,human_review,2026-09-01T13:35:11.318093+00:00,d451167f-4949-4ff8-a24b-8574c14414a2,0.000000,1,train
HSS10x10x1/2,HSS10X10X1/2,structural_section,human_review,2026-09-01T13:35:11.318144+00:00,96273ab4-e7b9-4f22-96a1-16f66d264fa7,0.870000,1,train
W8x35,W8X35,structural_section,human_review,2026-09-01T13:35:11.318195+00:00,5a4fd37e-5bda-4a8d-af62-2fa685dc5ed2,0.870000,1,train
HSS8x6x1/2,HSS8X6X1/2,structural_section,human_review,2026-09-01T13:35:11.318245+00:00,cb5ccdf3-bae1-4d57-bc28-920382617b72,0.870000,1,train
W14x90,W14X90,structural_section,human_review,2026-09-01T13:35:51.737692+00:00,448733fa-b9c1-4ec5-a74d-ea3a4259d0b0,0.870000,1,train
W8x31,W8X31,structural_section,human_review,2026-09-01T13:35:51.737875+00:00,cb19397c-86dd-4d76-834e-a6d501fddbf0,0.870000,1,test
W8x40,W8X40,structural_section,human_review,2026-09-01T13:35:51.738299+00:00,28df587e-bf48-4807-bcce-26600ab12909,0.870000,1,train
HSS10x10,HSS10X10X1/2,structural_section,human_review,2026-09-01T13:35:51.738457+00:00,df55a208-3ddf-4cd2-82ea-39edb87cbdfb,0.000000,1,train
HSS8x8,HSS8X8X1/2,structural_section,human_review,2026-09-01T13:35:51.738576+00:00,c4bd2a85-ea93-49c6-96c3-bb712c825d7d,0.000000,1,train
W21x50,W21X50,structural_section,human_review,2026-09-01T13:35:51.738776+00:00,7eb23dd3-1cb4-41ef-9b04-472a975cba3c,0.870000,1,train
HSS 8X8 8X8,HSS8X6X3/8,structural_section,human_review,2026-09-01T13:35:51.738831+00:00,5fb1563f-0787-4482-a93f-1252319b3688,0.000000,1,validation
HSS12x12x1/2,HSS12X12X1/2,structural_section,human_review,2026-09-01T13:35:51.738873+00:00,12d00ea1-59da-406e-a540-a9f5225c54b7,0.870000,1,train
L6x6x3/4,L6X6X3/4,structural_section,human_review,2026-09-01T13:35:51.738936+00:00,771aa6f3-0dae-4629-bdb7-880ae2790efa,0.870000,1,train
W24x68,W24X68,structural_section,human_review,2026-09-01T13:35:51.738975+00:00,0f078a7a-1c49-4403-b91f-b768d1a0a108,0.870000,1,train
W33x130,W33X130,structural_section,human_review,2026-09-01T13:35:51.739009+00:00,3b171e7e-9ebd-4451-a728-1dc58e5ce09b,0.870000,1,train
L3x3x1/4,L3X3X1/4,structural_section,human_review,2026-09-01T13:35:51.739040+00:00,7b99252e-e07e-4c2f-8d3b-cb0a5b41ad11,0.870000,1,train
L4x4x1/4,L4X4X1/4,structural_section,human_review,2026-09-01T13:35:51.739072+00:00,07be5e73-d276-4594-b812-a257becbe690,0.870000,1,train
HSS8x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-09-01T13:35:51.739183+00:00,fb3386ff-afc2-4006-9f25-dea517824328,0.870000,1,train
W21x50,W21X50,structural_section,human_review,2026-09-02T07:01:34.512780+00:00,3adebc7f-05d8-44be-9b8b-230943e59744,0.870000,1,train
HSS 8X8 8X8,HSS8X8X3/8,structural_section,human_review,2026-09-02T07:01:34.513224+00:00,a5edce13-249f-4492-b77b-6eed63dbf856,0.000000,1,train
W8x10,W8X10,structural_section,human_review,2026-09-02T07:01:34.513318+00:00,cb76b806-e85b-4743-b928-3e297033ae72,0.870000,1,train
W24x55,W24X55,structural_section,human_review,2026-09-02T07:01:34.513382+00:00,06fd758f-22d6-42c8-bd3c-b23f0c7c9689,0.870000,1,validation
W18x35,W18X35,structural_section,human_review,2026-09-02T07:01:34.513438+00:00,50c032a2-e661-4366-8ae7-ca73e8ee4d4e,0.870000,1,train
W24x84,W24X84,structural_section,human_review,2026-09-02T07:01:34.513520+00:00,0737d517-5fc2-4e99-85ab-3a635e02b488,0.870000,1,train
W36x150,W36X150,structural_section,human_review,2026-09-02T07:01:34.516403+00:00,660e9be3-6536-4fbe-a6e0-20c0eac8c719,0.870000,1,train
L4x4x1/4,L4X4X1/4,structural_section,human_review,2026-09-02T07:01:34.516495+00:00,1c4d4c53-5bb2-4a4e-b1fe-2e76b508f1ae,0.870000,1,train
HSS8x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-09-02T07:01:34.516557+00:00,35c8f07d-c0b2-42e1-95f3-4f69b23e42ce,0.870000,1,train
W8x35,W8X35,structural_section,human_review,2026-09-02T07:01:34.516612+00:00,dc455d7e-98a8-4e5c-a27d-0b078bc48041,0.870000,1,train
HSS10x10x1/2,HSS10X10X1/2,structural_section,human_review,2026-09-02T07:01:34.516664+00:00,b8b65ab3-682b-43b6-8800-b47a0b1a3fce,0.870000,1,train
HSS6x8x1/2,HSS8X8X1/2,structural_section,human_review,2026-09-02T07:01:34.516716+00:00,6ac4f8d6-7a2b-463d-963d-57228387391a,0.000000,1,train
"HSS3x3,",HSS3X3X1/4,structural_section,human_review,2026-09-02T07:01:34.516821+00:00,e839e008-4b06-4a78-9388-6b78f0c16b82,0.000000,1,train
HSS8x8,HSS8X8X1/2,structural_section,human_review,2026-09-02T07:01:54.933559+00:00,a4ed1617-9f16-47cd-82d8-bb5ce487dae5,0.000000,1,train
HSS10x10,HSS10X10X5/8,structural_section,human_review,2026-09-02T07:01:54.933699+00:00,e63ea0e4-0896-4e91-9d0b-bfdba5dfd3f3,0.000000,1,train
W8x40,W8X40,structural_section,human_review,2026-09-02T07:01:54.933775+00:00,273f61fa-12da-41d1-a75f-452cc7030ac2,0.870000,1,validation
W8x31,W8X31,structural_section,human_review,2026-09-02T07:01:54.933836+00:00,9343f238-472f-4de9-bc97-304614fa9feb,0.870000,1,train
W24X68,W24X68,structural_section,human_review,2026-09-02T07:05:03.152801+00:00,1dde5219-233b-428e-aa01-395e4bcd8f34,0.958100,1,train
W16X31,W16X31,structural_section,human_review,2026-09-02T07:05:03.152940+00:00,dcd2dcb9-3514-4762-93ad-7d37f37c060e,0.999900,1,train
W18X35,W18X35,structural_section,human_review,2026-09-02T07:05:03.153009+00:00,4bb5ee95-1f31-4924-a6f5-8d3cabcb2939,0.999600,1,train
W14X22,W14X22,structural_section,human_review,2026-09-02T07:05:03.153062+00:00,a9010a49-2ef3-475d-beaf-6126ee381433,0.941200,1,train
W21X44,W21X44,structural_section,human_review,2026-09-02T07:05:03.153117+00:00,962422ea-f2de-4020-bbbd-94fe27dd16f3,1.000000,1,train
L4X4X1/4,L4X4X1/4,structural_section,human_review,2026-09-02T07:05:03.153169+00:00,1f568bf0-9fdf-4dc8-8e49-78772c275196,0.756200,1,train
W8X15,W8X15,structural_section,human_review,2026-09-02T07:05:03.153221+00:00,92734c94-3cd1-4bc2-8f2f-eb3edf0a5f7d,0.889700,1,train
L5X3X5/16,L5X3X5/16,structural_section,human_review,2026-09-02T07:05:03.153269+00:00,8f548e7f-2874-4ae1-b8ab-68d1cb0263cb,0.720000,1,test
W10X22,W10X22,structural_section,human_review,2026-09-02T07:05:03.153318+00:00,6abb2821-28e1-49d5-ac86-96cc1a05d2a2,0.720000,1,train
C8X11.5,C8X11.5,structural_section,human_review,2026-09-02T07:05:03.153368+00:00,682bdf25-7eb4-4a7d-aa84-e763bb8360b8,0.720000,1,train
L2X2X3/16,L2X2X3/16,structural_section,human_review,2026-09-02T07:05:03.153420+00:00,cd47fa53-769b-4f12-a81d-ad2f0c17b235,0.720000,1,train
