id,token,category,prediction,model_probability,overall_confidence,confidence_level,uncertain,source_file,regex_suggested,status,reviewed_category,reviewed_class,notes,created_at,updated_at
d64a3f76-f26a-4711-bfe1-155e268ec11f,PL11,structural_section,L10X10X1,0.7090307871397762,0.709,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.353112+00:00,2026-07-31T12:37:34.089240+00:00
e7918448-49ff-486c-876b-09a4240b2121,S-205,structural_section,S205,0.4422220897389643,0.4422,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.459788+00:00,2026-07-31T12:37:35.003216+00:00
340bb05f-b1d0-4c29-8a71-cbeee52bc1e3,S-206,structural_section,S206,0.44655072311899463,0.4466,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.569395+00:00,2026-07-31T12:37:36.132743+00:00
6e4ac144-ff34-444f-99c6-bc515ca9e7d7,PL 5,structural_section,L5X3,0.6163289552577069,0.6163,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.625211+00:00,2026-07-31T12:37:37.172973+00:00
a6371c7a-6c8a-44a6-8fa2-3f78f22b36ce,PL3,structural_section,L,0.7561304788134017,0.7561,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.682442+00:00,2026-07-31T12:37:38.270679+00:00
22a38e11-2cab-4d38-aae0-05461c119e2c,PL1,structural_section,L,0.6262990406968576,0.6263,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.736920+00:00,2026-07-31T12:37:39.263113+00:00
51ffd4aa-cb6e-41d3-b842-1492e8180ca8,L4x4x1/4,structural_section,L4X4X1/4,0.6913286941171306,0.6913,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.793293+00:00,2026-07-31T12:37:40.170294+00:00
e3e6ffc0-c905-4223-ad81-ebfbca079b58,PL43,structural_section,L4X3,0.7090191223441779,0.709,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:33.940077+00:00,2026-07-31T12:37:41.632658+00:00
e441cdb8-6add-4327-bac8-662f254f9bef,S-207,structural_section,S207,0.4194275671259182,0.4194,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:34.000857+00:00,2026-07-31T12:37:43.105639+00:00
ef560f26-2507-41db-9586-a33e38a97251,S-208,structural_section,S208,0.4452781567030781,0.4453,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:34.080372+00:00,2026-07-31T12:37:44.395224+00:00
a192db92-3403-4126-8fa0-2e54a97d71d1,HSS5x3x3,structural_section,HSS5X3X3/8,0.6351539805075547,0.6352,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:34.649813+00:00,2026-07-31T12:37:46.125387+00:00
33893ad3-2552-42ca-a18a-84286ccd26b3,W10X45,structural_section,W10X45,0.689610281720172,0.6896,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.318451+00:00,2026-07-31T12:37:47.849649+00:00
12dd3e5f-c031-4443-995e-ace4cf632084,W10X33,structural_section,W10X33,0.6821036985647602,0.6821,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.430809+00:00,2026-07-31T12:37:49.106583+00:00
7a4d37bc-459c-4a7c-9d9e-7acd2134e01f,HSS10X0.500,structural_section,HSS10X0.500,0.6906809535790438,0.6907,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.546410+00:00,2026-07-31T12:37:50.208016+00:00
7d56d334-0485-46c0-ac15-ac0283b4bbdb,W10X39,structural_section,W10X39,0.6941631163646583,0.6942,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.627019+00:00,2026-07-31T12:37:51.849689+00:00
f040d96c-3f99-47dd-b822-4f09838cd298,HSS10X0.625,structural_section,HSS10X0.625,0.6886167024174533,0.6886,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.711522+00:00,2026-07-31T12:37:52.815949+00:00
99738eca-cf13-46b9-aff7-b38c196c22d6,S-501,structural_section,S,0.3940057314446082,0.394,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.824176+00:00,2026-07-31T12:37:53.633397+00:00
0041d954-027b-4093-be60-ca572990c005,W10X49,structural_section,W10X49,0.6750511965047494,0.6751,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:35.916319+00:00,2026-07-31T12:37:54.858754+00:00
4f9ba098-1523-4810-a752-fcaa5d63324d,W8X40,structural_section,W8X40,0.6838911050808933,0.6839,Medium,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:36.098262+00:00,2026-07-31T12:37:55.979290+00:00
612a6907-a93c-41a0-9134-63a58f9691ae,S-502,structural_section,S,0.394141154648413,0.3941,Low,true,burrville_es.pdf,,rejected,,,,2026-07-29T22:25:36.207690+00:00,2026-07-31T12:37:57.174330+00:00
c010594f-3511-4ec4-aedd-f0fcee6081d8,A775,material,A775,0.6639323959753168,0.6639,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.184080+00:00,2026-07-31T12:37:57.953437+00:00
7ee749cf-d590-4955-a5e4-49a1114cc6d0,F3125,bolt,A325,0.6354256592804688,0.6354,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.264982+00:00,2026-07-31T12:37:58.599069+00:00
72a79ed5-12f7-4bd3-951c-8cb854192410,PL 8,structural_section,L,0.7150492044898633,0.715,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.338448+00:00,2026-07-31T12:37:59.915451+00:00
81b7e063-bd22-494d-b7cb-09ea77a95b82,PL 8 X 4,structural_section,L8X4X1,0.6023334322217564,0.6023,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.395877+00:00,2026-07-31T12:38:01.214696+00:00
fe4a58cf-aed4-4c1e-be15-3655c9de0860,PL 8 X 4 X 3,structural_section,L8X4X3/4,0.6214599440231268,0.6215,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.459058+00:00,2026-07-31T12:38:02.573359+00:00
0980f754-e5f1-4d28-a008-cd82f60fe567,L2X2X1/4,structural_section,L2X2X1/4,0.6309559337957575,0.631,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.542235+00:00,2026-07-31T12:38:04.104370+00:00
de1ac777-ae20-40af-8cfa-5ebe2aeb60e1,WT3X4.5,structural_section,WT3X4.5,0.6694651835675386,0.6695,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.646879+00:00,2026-07-31T12:38:05.977445+00:00
a9894e3f-0265-4c5c-92ed-d1e28b4ea46a,W10X24,structural_section,W10X22,0.46801307520578933,0.468,Low,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.733844+00:00,2026-07-31T12:38:07.244877+00:00
34d49d16-d7dd-4a18-950d-8fc54d269fb4,L6x4x5/16,structural_section,L6X4X5/16,0.6818794500807049,0.6819,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.873044+00:00,2026-07-31T12:38:08.907384+00:00
ed566f70-3664-4935-8485-61d2f2f3c482,L6x4x5,structural_section,L6X4X5/8,0.5858127861238526,0.5858,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:22.940143+00:00,2026-07-31T12:38:10.442485+00:00
bf0c42c0-d4a9-48e8-931c-de5aa8ff47b1,L6x4x3,structural_section,L6X4X3/8,0.6372433666087887,0.6372,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.057238+00:00,2026-07-31T12:38:11.460524+00:00
5d3c40ea-0ea4-4666-a1f7-b146833558af,L3x3x3/16,structural_section,L3X3X3/16,0.6798229419596852,0.6798,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.144127+00:00,2026-07-31T12:38:12.574735+00:00
f3466d53-4d3e-4d30-8c3a-108c2d5d6c2d,L3x3x3,structural_section,L3X3X3,0.6874009419596852,0.6874,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.207096+00:00,2026-07-31T12:38:13.762813+00:00
7de54901-1e4a-4429-a40b-3b51e4343ed3,C6x10,structural_section,C6X10.5,0.6533359853236665,0.6533,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.273572+00:00,2026-07-31T12:38:14.956548+00:00
14e0b2cb-b09b-46bf-9ebb-72d37c28663e,L2x2x1/8,structural_section,L2X2X1/8,0.662881946831492,0.6629,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.360116+00:00,2026-07-31T12:38:15.729418+00:00
d58fc03e-3e9e-4ca9-a852-a1eb928cda60,HSS 5x2,structural_section,HSS5X2X3/8,0.6476247825340024,0.6476,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.428308+00:00,2026-07-31T12:38:16.489948+00:00
75c0864e-7f23-4a15-9371-f736935ed8f0,L5x3x5/16,structural_section,L5X3X5/16,0.6961494366509529,0.6961,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.529878+00:00,2026-07-31T12:38:17.248554+00:00
43628968-6026-4506-b1c4-187a570306a2,W24X68,structural_section,W24X68,0.6828555185598137,0.6829,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.623231+00:00,2026-07-31T12:38:17.948550+00:00
9f56b7cd-81ce-4a01-9f3f-68000d3a41cb,W21X55,structural_section,W21X55,0.6688769740951499,0.6689,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.755308+00:00,2026-07-31T12:38:18.669057+00:00
c70587ee-be95-41c1-82d3-84aca570a63c,W30X90,structural_section,W30X90,0.6870298282475167,0.687,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.909874+00:00,2026-07-31T12:38:19.406807+00:00
fea77803-e0c9-4542-beed-d1f4852ddc22,W27X84,structural_section,W27X84,0.7172013091873043,0.7172,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:23.981348+00:00,2026-07-31T12:38:20.099687+00:00
73f33687-9bb4-4f70-a315-a8536519937b,W30X108,structural_section,W30X108,0.682988384673307,0.683,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:24.059425+00:00,2026-07-31T12:38:20.902830+00:00
fc180ec4-d2ba-4e68-86ef-ad4e7c513f99,W21X48,structural_section,W21X48,0.6800263860540801,0.68,Medium,true,Structure - Copy.pdf,,rejected,,,,2026-07-29T23:26:24.238352+00:00,2026-07-31T12:38:21.767718+00:00
4f85cf12-e836-4cc9-ada4-72dde8a8af00,A205,structural_section,S205,0.7777327414951665,0.7777,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:33.771704+00:00,2026-07-31T12:38:22.488364+00:00
a22dba4a-4466-4c8e-ada0-5c4547c7c674,S-003,structural_section,S,0.7338780642199069,0.7339,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:33.835419+00:00,2026-07-31T12:38:23.248618+00:00
71f98ffb-574a-4d05-8dc3-ed16a366ede9,S-005,structural_section,S,0.47912753936836483,0.4791,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:33.907291+00:00,2026-07-31T12:38:24.078809+00:00
1a2bf072-aa6f-429d-a699-9de139696644,F1249,structural_section,W12X19,0.6131818935924879,0.6132,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:33.960540+00:00,2026-07-31T12:38:25.214496+00:00
cc0fccaf-5a11-47d6-9984-42be57df9fb2,A123,material,A123,0.6335990428980963,0.6336,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.079300+00:00,2026-07-31T12:38:26.004119+00:00
8258fc15-172b-473e-9c59-850fafac84bc,S-302,structural_section,S,0.5604747981320594,0.5605,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.134737+00:00,2026-07-31T12:38:26.748175+00:00
4a8c9949-4c22-4a7d-81f1-be609f95f004,S-102,structural_section,S,0.43158007128931075,0.4316,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.249179+00:00,2026-07-31T12:38:28.687112+00:00
003c4377-d100-4fa4-a3c2-02a3938eadc9,S-400,structural_section,S,0.6923550392461073,0.6924,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.301928+00:00,2026-07-31T12:38:29.439009+00:00
192305e0-80be-49b5-8710-e99f4b174fbd,S-700,structural_section,S,0.5562052923722168,0.5562,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.359287+00:00,2026-07-31T12:38:30.674758+00:00
029090a8-ae41-4084-bdf4-d7f446680c52,S-200,structural_section,S,0.6537419162970736,0.6537,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.417619+00:00,2026-07-31T12:38:32.067370+00:00
bb4540d7-3191-4fe9-b750-82723729c750,S-500,structural_section,S,0.6284538301259102,0.6285,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.470013+00:00,2026-07-31T12:38:33.618590+00:00
29806737-bcac-4d38-9834-67c91f54f6f5,HSS10x10,structural_section,HSS10X10X1/2,0.6518788465207741,0.6519,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.522333+00:00,2026-07-31T12:38:35.364460+00:00
0502bdcc-e812-4359-87f9-207a2d83c71c,S-800,structural_section,S,0.6338275946170914,0.6338,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.603799+00:00,2026-07-31T12:35:22.132992+00:00
468257ec-ff25-4406-8016-f6117ef11ced,HSS8x8,structural_section,HSS,0.7058284378567821,0.7058,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.685053+00:00,2026-07-31T12:38:36.948969+00:00
536dc2ea-d209-491e-b853-1d7f90e5a26c,S-100,structural_section,S,0.35354770097768057,0.3535,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:34.826323+00:00,2026-07-31T12:38:38.339353+00:00
5185742a-4662-4025-bd64-aa55159f10a3,S-701,structural_section,S,0.5430469124793553,0.543,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.137708+00:00,2026-07-31T12:38:39.199075+00:00
39df8001-64c0-4a2b-8ddf-04d1bdb91619,WT16.5x59,structural_section,WT16.5X59,0.6823457999244062,0.6823,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.213159+00:00,2026-07-31T12:38:39.995046+00:00
3ecabdb6-a9d5-441d-af85-9abe5da5198e,S-300,structural_section,S,0.6965494979078467,0.6965,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.348608+00:00,2026-07-31T12:38:40.919709+00:00
dab93e4d-309b-460a-99b3-545ab39d7aad,HSS 8X8,structural_section,HSS8X8X1/4,0.6030003595418584,0.603,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.424802+00:00,2026-07-31T12:38:41.902401+00:00
b0b3bb16-c967-425c-8385-12730cf5721e,W8x10,structural_section,W8X10,0.690345680424458,0.6903,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.661354+00:00,2026-07-31T12:38:42.754580+00:00
4de04d7b-36ba-4355-b4c4-44a156fb5847,W21x50,structural_section,W21X50,0.6748029912750163,0.6748,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.742874+00:00,2026-07-31T12:38:43.606273+00:00
ebc2dd98-d810-4218-975d-5e19adfe77dc,W18x40,structural_section,W18X40,0.6924391733018431,0.6924,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.824956+00:00,2026-07-31T12:38:44.382789+00:00
d376c39b-8a3b-4268-8dfa-7e577c2d55db,HSS8x8x3/8,structural_section,HSS8X8X3/8,0.6771632608758645,0.6772,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:35.906844+00:00,2026-07-31T12:38:45.231998+00:00
0b8846d9-e426-4ffd-80b8-c987849b2022,HSS10x10x1/2,structural_section,HSS10X10X1/2,0.6085781600116885,0.6086,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:36.005320+00:00,2026-07-31T12:38:45.992869+00:00
50da1cdd-00a4-486f-8636-ea548b4e7cf1,S-710,structural_section,S,0.3958969367891973,0.3959,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:36.210653+00:00,2026-07-31T12:34:54.860472+00:00
0f47d82b-bce5-473a-82d1-2717e21c5e71,S-600,structural_section,S,0.538925505099657,0.5389,Low,true,ST.pdf,,rejected,,,,2026-07-30T00:04:36.317674+00:00,2026-07-31T12:34:47.226525+00:00
7a52891c-192c-42b1-abb3-8c36059ea99e,W36x150,structural_section,W36X150,0.6838667956985692,0.6839,Medium,true,ST.pdf,,approved,,W36X150,,2026-07-30T00:04:36.413918+00:00,2026-07-31T12:34:07.352209+00:00
8cda6b2c-0531-4848-b881-3e41c336d387,W16x45,structural_section,W16X45,0.6725742692944843,0.6726,Medium,true,ST.pdf,,approved,,W16X45,,2026-07-30T00:04:36.521631+00:00,2026-07-31T12:34:06.017210+00:00
b252f9bd-f46e-4d3c-bcaa-144a678dcf6f,PLATE 3,material,A36,0.7550724592117651,0.7551,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:36.712200+00:00,2026-07-31T12:38:46.783540+00:00
0f8bd264-e22d-43e9-aa31-8da96db6a486,L5x3x1,structural_section,L5X3X1/2,0.7287827779984053,0.7288,Medium,true,ST.pdf,,approved,,L5X3X1/2,,2026-07-30T00:04:36.824936+00:00,2026-07-31T12:34:04.958175+00:00
c30a3833-7943-46ae-be83-721b44fbc12e,S-711,structural_section,S,0.6456885094102688,0.6457,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:37.007635+00:00,2026-07-31T12:38:47.583506+00:00
f4bcbf3a-022a-4479-bf03-feb4a84e6510,PL 1x9x1,structural_section,C9X15,0.6410300564116302,0.641,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:37.475587+00:00,2026-07-31T12:38:48.296630+00:00
b9ed747e-05a4-413c-baa7-9dd874022b04,HSS6x8x1/2,structural_section,HSS,0.684487984521713,0.6845,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:37.545895+00:00,2026-07-31T12:32:15.044090+00:00
fb619d1f-a852-414f-86ba-5447ac3c34db,HSS3x3,structural_section,S3X3,0.7209696388030884,0.721,Medium,true,ST.pdf,,rejected,,,,2026-07-30T00:04:37.619339+00:00,2026-07-31T12:31:38.631305+00:00
0903b2f1-27aa-4136-b1f4-6e4ae4d7dc49,W8x31,structural_section,W8X31,0.6541391618016819,0.6541,Medium,true,ST.pdf,,approved,,W8X31,,2026-07-30T00:04:37.823407+00:00,2026-07-31T12:34:03.640614+00:00
1e6c011c-3971-43a5-86f5-3f35f69ccf0e,W8x35,structural_section,W8X35,0.6244194972020808,0.6244,Medium,true,ST.pdf,,approved,,W8X35,,2026-07-30T00:04:37.878683+00:00,2026-07-31T12:34:02.351432+00:00
fd4e1e4a-301c-407b-b570-c0cbb61cb5ba,W8x28,structural_section,W8X28,0.6230449372020808,0.623,Medium,true,ST.pdf,,approved,structural_section,W8X28,,2026-07-30T00:04:37.947776+00:00,2026-07-31T08:31:00.765604+00:00
2e396fd6-4e4a-4926-ac85-542eb5618957,W8x58,structural_section,W8X58,0.6874295695537693,0.6874,Medium,true,ST__0bfc2d61245d.pdf,,approved,,W8X58,,2026-07-31T08:35:46.305507+00:00,2026-07-31T12:34:01.228364+00:00
077b79fb-0a48-45cf-b996-582ae815f624,W8x28,structural_section,W8X28,0.6230449372020808,0.623,Medium,true,ST__0bfc2d61245d.pdf,,approved,,W8X28,,2026-07-31T08:35:46.485114+00:00,2026-07-31T12:33:59.935025+00:00
dfa66af5-3760-458d-9867-5c1b59bc3ef8,L3X31,structural_section,W33X318,0.5350672144612376,0.5351,Low,true,Structure - Copy__9414716bffc6.pdf,,approved,,W33X318,,2026-07-31T09:52:54.369838+00:00,2026-07-31T12:33:58.655915+00:00
4c9a69af-49d8-45c9-b771-876b94f4999b,L 6 X 3,structural_section,L6X3,0.6554805145570587,0.6555,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L6X3,,2026-07-31T09:52:54.500073+00:00,2026-07-31T12:33:57.430799+00:00
ab02393c-5fe3-4cfe-bb3c-a4cb8f7a0973,L 4 X 4,structural_section,L4X4,0.6389141880475251,0.6389,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L4X4,,2026-07-31T09:52:54.613308+00:00,2026-07-31T12:33:56.094313+00:00
141d5666-79bb-4788-a3f5-a5578f5d913d,L 4 X 4 X 5/16,structural_section,L4X4X5/16,0.6372184669327546,0.6372,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L4X4X5/16,,2026-07-31T09:52:54.710989+00:00,2026-07-31T12:33:54.865254+00:00
25b34e21-cf97-4c19-af85-c32ddcdb15ff,L 6 X 4,structural_section,L6X4X1/2,0.46926653363080656,0.4693,Low,true,Structure - Copy__9414716bffc6.pdf,,approved,,L6X4X1/2,,2026-07-31T09:52:54.801821+00:00,2026-07-31T12:33:53.624160+00:00
885c2db9-2ae9-4582-8135-700714a755fc,L 6 X 4 X 3/8,structural_section,L6X4X3/8,0.6569910174369543,0.657,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L6X4X3/8,,2026-07-31T09:52:54.894235+00:00,2026-07-31T12:33:52.328867+00:00
92b43993-f9d2-4911-aee4-2b6122f0f680,L 5 X 3 X 1/4,structural_section,L5X3X1/4,0.6624095225119687,0.6624,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L5X3X1/4,,2026-07-31T09:52:55.027199+00:00,2026-07-31T12:33:51.063886+00:00
ab7710ca-be2b-458b-852d-9204d00768d0,L 5 X 5,structural_section,L5X5,0.6626541880025507,0.6627,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L5X5,,2026-07-31T09:52:55.149160+00:00,2026-07-31T12:33:50.111086+00:00
3bc00a09-c3d9-43f7-965c-f023abb03091,L 5 X 5 X 5/16,structural_section,L5X5X5/16,0.6545018657083855,0.6545,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L5X5X5/16,,2026-07-31T09:52:55.246109+00:00,2026-07-31T12:33:48.840673+00:00
430544fa-e048-4dfa-843d-bd3f159b53bb,L 5 X 5 X 3/8,structural_section,L5X5X3/8,0.650913347494035,0.6509,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,L5X5X3/8,,2026-07-31T09:52:55.341602+00:00,2026-07-31T12:33:47.626248+00:00
a020a7f9-21dd-4f8a-baa7-467036e1a234,W12X14,structural_section,W12X14,0.6735497215355815,0.6735,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,,W12X14,,2026-07-31T09:52:55.762046+00:00,2026-07-31T12:33:46.344635+00:00
94c59e73-7a80-49b2-8666-2f3dc191d526,W18X46,structural_section,W18X46,0.6973721175268355,0.6974,Medium,true,Structure - Copy__9414716bffc6.pdf,,approved,structural_section,W18X46,,2026-07-31T09:52:57.268729+00:00,2026-07-31T09:58:29.631015+00:00
a9f5db11-907b-4802-a3bb-3619e64bd7ac,W18X86,structural_section,W18X86,0.6662689552245326,0.6663,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X86,,2026-07-31T12:05:02.775670+00:00,2026-07-31T12:33:44.971864+00:00
9511f0c1-4abb-45c5-9893-5c92c4047210,W18X60,structural_section,W18X60,0.656756607432096,0.6568,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X60,,2026-07-31T12:05:02.959169+00:00,2026-07-31T12:33:43.231035+00:00
ff6f286b-3af2-4941-a61d-4b59282b528c,W18X97,structural_section,W18X97,0.6871522406014703,0.6872,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X97,,2026-07-31T12:05:03.064151+00:00,2026-07-31T12:30:51.469203+00:00
f34fb5f4-72c0-45ef-b995-99e60587eee2,W18X46,structural_section,W18X46,0.678869034803757,0.6789,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X46,,2026-07-31T12:05:03.242550+00:00,2026-07-31T12:30:50.092397+00:00
3754110c-2e99-4e60-ac12-3b9ca3f11f2e,W18X65,structural_section,W18X65,0.6484473569762597,0.6484,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,structural_section,W18X65,,2026-07-31T12:05:03.393658+00:00,2026-07-31T12:12:23.094614+00:00
fe594ab2-4670-4331-8ad0-614fcb54a225,W18X55,structural_section,W18X55,0.6478130369762596,0.6478,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X55,,2026-07-31T12:05:03.496994+00:00,2026-07-31T12:30:49.211605+00:00
5ae8fce3-df9b-4c7b-b552-97a3e96828e0,HSS14X10X3/8,structural_section,HSS14X10X3/8,0.6041464259641062,0.6041,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,HSS14X10X3/8,,2026-07-31T12:05:03.813555+00:00,2026-07-31T12:30:46.906939+00:00
e84d3106-7ddd-43b4-8488-ae4b7923fee8,W14X30,structural_section,W14X30,0.6424152675821404,0.6424,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W14X30,,2026-07-31T12:05:04.082963+00:00,2026-07-31T12:30:45.480751+00:00
b458f13d-0c9b-43cd-b378-8fbb7776e219,W16X50,structural_section,W16X50,0.6747322322364572,0.6747,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W16X50,,2026-07-31T12:05:04.348119+00:00,2026-07-31T12:30:42.290375+00:00
365a03aa-8d66-4053-a399-b0ad4cbda3f4,W16X40,structural_section,W16X40,0.687796842063881,0.6878,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W16X40,,2026-07-31T12:05:04.455348+00:00,2026-07-31T12:30:38.725510+00:00
d5030ed4-8435-4135-bea9-e17bd21ac08a,W8X18,structural_section,W8X18,0.6801397657990075,0.6801,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W8X18,,2026-07-31T12:05:04.676796+00:00,2026-07-31T12:30:35.856545+00:00
2a0d5385-fac9-48a9-a7b8-268566213790,W18X71,structural_section,W18X71,0.6594924645577904,0.6595,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X71,,2026-07-31T12:05:05.144440+00:00,2026-07-31T12:30:32.053205+00:00
40fff393-3869-41c2-b4d7-d470a1aa1a3b,W18X76,structural_section,W18X76,0.6506946918819678,0.6507,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W18X76,,2026-07-31T12:05:05.292900+00:00,2026-07-31T12:30:30.335960+00:00
130b4c20-d779-4d92-976a-066ad786c7bd,W21X62,structural_section,W21X62,0.6979102050151121,0.6979,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,W21X62,,2026-07-31T12:05:05.709185+00:00,2026-07-31T12:30:28.469878+00:00
c16def53-9225-48a0-b41d-122c0bf3e907,L4X3X5/16,structural_section,L4X3X5/16,0.6799827880038665,0.68,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,L4X3X5/16,,2026-07-31T12:05:05.984342+00:00,2026-07-31T12:30:26.779789+00:00
2c77ec73-6147-4101-8542-2abef7294723,L4X3X5,structural_section,L4X3X5/8,0.5633317577149969,0.5633,Medium,true,ST - Springhill Lake__f6ddc4a7e233.pdf,,approved,,L4X3X5/8,,2026-07-31T12:05:06.096784+00:00,2026-07-31T12:30:07.374100+00:00
