record_id,project_id,document_id,page_number,sheet_id,schedule_id,schedule_title_raw,schedule_class,region_bbox,location_or_grid_raw,location_or_grid_normalized,level_raw,level_normalized,raw_cell_text,canonical_section,catalog_valid,member_role,lifecycle_status,physical_semantics,member_extent,continuation_inheritance,physical_segment_count,plan_corroboration_status,explicit_quantity,count_candidate,exclusion_reason,source_cell_bbox,header_path,proposal_method,extraction_review_status,physical_review_status,reviewer_notes
REAL-GCDC_p77-012,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.14,4.B-4.14,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[469.0, 896.8, 478.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.14"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-013,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.15,4.B-4.15,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x82,W14X82,True,column,unknown,unknown,,unknown,,unknown,,False,,"[514.0, 676.3, 523.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.15"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-014,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.15,4.B-4.15,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x82,W14X82,True,column,unknown,unknown,,unknown,,unknown,,False,,"[514.0, 896.8, 523.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.15"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-015,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.16,4.B-4.16,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W12x72,W12X72,True,column,unknown,unknown,,unknown,,unknown,,False,,"[559.0, 676.3, 568.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.16"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-016,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.16,4.B-4.16,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x72,W12X72,True,column,unknown,unknown,,unknown,,unknown,,False,,"[559.0, 896.8, 568.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.16"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-017,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.16. 5,4.B-4.16.5,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W12x65,W12X65,True,column,unknown,unknown,,unknown,,unknown,,False,,"[604.0, 699.5, 613.2, 735.0]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.16. 5"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-018,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.16. 5,4.B-4.16.5,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x65,W12X65,True,column,unknown,unknown,,unknown,,unknown,,False,,"[603.3, 896.8, 612.4, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.16. 5"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-019,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.2,4.B-4.2,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W12x106,W12X106,True,column,unknown,unknown,,unknown,,unknown,,False,,"[649.0, 671.0, 658.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.2"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-020,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.2,4.B-4.2,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x106,W12X106,True,column,unknown,unknown,,unknown,,unknown,,False,,"[649.0, 891.5, 658.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.2"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-021,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.3,4.B-4.3,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[694.0, 676.3, 703.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.3"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-022,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.3,4.B-4.3,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[694.0, 896.8, 703.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.3"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-023,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.4,4.B-4.4,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[739.0, 676.3, 748.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.4"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-024,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.4,4.B-4.4,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[739.0, 896.8, 748.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.4"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-025,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.5,4.B-4.5,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[784.0, 676.3, 793.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.5"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-026,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.5,4.B-4.5,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x90,W14X90,True,column,unknown,unknown,,unknown,,unknown,,False,,"[784.0, 896.8, 793.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.5"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-027,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.6,4.B-4.6,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W12x65,W12X65,True,column,unknown,unknown,,unknown,,unknown,,False,,"[829.0, 676.3, 838.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.6"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-028,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.6,4.B-4.6,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x211,W14X211,True,column,unknown,unknown,,unknown,,unknown,,False,,"[829.0, 891.5, 838.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.6"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-029,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.6.9,4.B-4.6.9,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[874.0, 671.0, 883.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.6.9"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-030,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.6.9,4.B-4.6.9,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[874.0, 893.8, 883.2, 934.5]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.6.9"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-031,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.7.9,4.B-4.7.9,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[919.0, 671.0, 928.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.7.9"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-032,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.7.9,4.B-4.7.9,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[919.0, 893.8, 928.2, 934.5]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.7.9"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-033,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.8.9,4.B-4.8.9,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[964.0, 671.0, 973.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.8.9"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-034,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.8.9,4.B-4.8.9,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[964.0, 893.8, 973.2, 934.5]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.8.9"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-035,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.9.9,4.B-4.9.9,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1009.0, 671.0, 1018.2, 711.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.9.9"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-036,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B-4.9.9,4.B-4.9.9,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W18x311,W18X311,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1009.0, 893.8, 1018.2, 934.5]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B-4.9.9"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-037,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B.2-4.17,4.B.2-4.17,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W12x53,W12X53,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1054.0, 703.3, 1063.2, 738.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B.2-4.17"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-038,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.B.2-4.17,4.B.2-4.17,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x53,W12X53,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1054.0, 901.3, 1063.2, 936.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.B.2-4.17"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-039,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.1,4.C-4.1,"B4 - ROOF LEVEL (372'-0"") -> B4 - T.O. PARAPET (377'-0"")","B4 - ROOF LEVEL (372'-0"") -> B4 - T.O. PARAPET (377'-0"")",W12x152,W12X152,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1099.0, 558.5, 1108.2, 599.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.1"", ""Level interval: B4 - ROOF LEVEL (372'-0\"") -> B4 - T.O. PARAPET (377'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-040,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.1,4.C-4.1,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W12x152,W12X152,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1099.0, 891.5, 1108.2, 932.2]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.1"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-041,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.10,4.C-4.10,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x176,W14X176,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1144.0, 668.0, 1153.2, 708.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.10"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-042,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.10,4.C-4.10,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x176,W14X176,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1144.0, 893.8, 1153.2, 934.5]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.10"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-043,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.11,4.C-4.11,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x257,W14X257,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1189.0, 668.0, 1198.2, 708.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.11"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-044,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.11,4.C-4.11,"B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")","B4 - GROUND LEVEL (324'-0"") -> B4 - SECOND LEVEL (348'-0"")",W14x257,W14X257,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1189.0, 898.3, 1198.2, 939.0]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.11"", ""Level interval: B4 - GROUND LEVEL (324'-0\"") -> B4 - SECOND LEVEL (348'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
REAL-GCDC_p77-045,GCDC,REAL-GCDC,77,S05.01_4,REAL-GCDC-p77-M1,COLUMN SCHEDULE - A,level_location_matrix,"[114.0, 304.5, 2622.2, 1346.0]",4.C-4.12,4.C-4.12,"B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")","B4 - SECOND LEVEL (348'-0"") -> B4 - OFFICE ROOF (366'-0"")",W14x159,W14X159,True,column,unknown,unknown,,unknown,,unknown,,False,,"[1234.0, 668.0, 1243.2, 708.8]","[""COLUMN SCHEDULE - A"", ""Column Locations: 4.C-4.12"", ""Level interval: B4 - SECOND LEVEL (348'-0\"") -> B4 - OFFICE ROOF (366'-0\"")""]",rotated_label_in_ruled_strip_between_level_datums,PENDING_REVIEW,PENDING_REVIEW,
